,date,year,month,day,weekday,weekday_name,weeknumber,is_weekend,is_business_day,is_holiday,holiday_name,Hourly
49,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,1
50,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,2
51,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,3
52,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,4
53,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,5
54,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,6
55,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,7
56,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,8
57,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,9
58,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,10
59,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,11
60,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,12
61,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,13
62,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,14
63,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,15
64,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,16
65,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,17
66,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,18
67,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,19
68,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,20
69,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,21
70,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,22
71,2017-01-03,2017,1,3,2,Tuesday,1,0,1,0,,23
72,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,0
73,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,1
74,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,2
75,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,3
76,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,4
77,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,5
78,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,6
79,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,7
80,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,8
81,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,9
82,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,10
83,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,11
84,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,12
85,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,13
86,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,14
87,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,15
88,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,16
89,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,17
90,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,18
91,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,19
92,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,20
93,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,21
94,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,22
95,2017-01-04,2017,1,4,3,Wednesday,1,0,1,0,,23
96,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,0
97,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,1
98,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,2
99,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,3
100,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,4
101,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,5
102,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,6
103,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,7
104,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,8
105,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,9
106,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,10
107,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,11
108,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,12
109,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,13
110,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,14
111,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,15
112,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,16
113,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,17
114,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,18
115,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,19
116,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,20
117,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,21
118,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,22
119,2017-01-05,2017,1,5,4,Thursday,1,0,1,0,,23
120,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,0
121,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,1
122,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,2
123,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,3
124,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,4
125,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,5
126,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,6
127,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,7
128,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,8
129,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,9
130,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,10
131,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,11
132,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,12
133,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,13
134,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,14
135,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,15
136,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,16
137,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,17
138,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,18
139,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,19
140,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,20
141,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,21
142,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,22
143,2017-01-06,2017,1,6,5,Friday,1,0,1,0,,23
144,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,0
145,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,1
146,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,2
147,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,3
148,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,4
149,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,5
150,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,6
151,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,7
152,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,8
153,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,9
154,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,10
155,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,11
156,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,12
157,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,13
158,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,14
159,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,15
160,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,16
161,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,17
162,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,18
163,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,19
164,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,20
165,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,21
166,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,22
167,2017-01-07,2017,1,7,6,Saturday,1,1,0,0,,23
168,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,0
169,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,1
170,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,2
171,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,3
172,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,4
173,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,5
174,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,6
175,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,7
176,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,8
177,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,9
178,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,10
179,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,11
180,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,12
181,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,13
182,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,14
183,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,15
184,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,16
185,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,17
186,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,18
187,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,19
188,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,20
189,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,21
190,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,22
191,2017-01-08,2017,1,8,7,Sunday,1,1,0,0,,23
192,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,0
193,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,1
194,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,2
195,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,3
196,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,4
197,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,5
198,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,6
199,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,7
200,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,8
201,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,9
202,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,10
203,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,11
204,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,12
205,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,13
206,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,14
207,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,15
208,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,16
209,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,17
210,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,18
211,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,19
212,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,20
213,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,21
214,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,22
215,2017-01-09,2017,1,9,1,Monday,2,0,1,0,,23
216,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,0
217,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,1
218,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,2
219,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,3
220,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,4
221,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,5
222,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,6
223,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,7
224,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,8
225,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,9
226,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,10
227,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,11
228,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,12
229,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,13
230,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,14
231,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,15
232,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,16
233,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,17
234,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,18
235,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,19
236,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,20
237,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,21
238,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,22
239,2017-01-10,2017,1,10,2,Tuesday,2,0,1,0,,23
240,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,0
241,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,1
242,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,2
243,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,3
244,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,4
245,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,5
246,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,6
247,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,7
248,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,8
249,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,9
250,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,10
251,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,11
252,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,12
253,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,13
254,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,14
255,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,15
256,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,16
257,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,17
258,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,18
259,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,19
260,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,20
261,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,21
262,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,22
263,2017-01-11,2017,1,11,3,Wednesday,2,0,1,0,,23
264,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,0
265,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,1
266,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,2
267,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,3
268,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,4
269,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,5
270,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,6
271,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,7
272,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,8
273,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,9
274,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,10
275,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,11
276,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,12
277,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,13
278,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,14
279,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,15
280,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,16
281,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,17
282,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,18
283,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,19
284,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,20
285,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,21
286,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,22
287,2017-01-12,2017,1,12,4,Thursday,2,0,1,0,,23
288,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,0
289,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,1
290,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,2
291,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,3
292,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,4
293,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,5
294,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,6
295,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,7
296,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,8
297,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,9
298,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,10
299,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,11
300,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,12
301,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,13
302,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,14
303,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,15
304,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,16
305,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,17
306,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,18
307,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,19
308,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,20
309,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,21
310,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,22
311,2017-01-13,2017,1,13,5,Friday,2,0,1,0,,23
312,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,0
313,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,1
314,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,2
315,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,3
316,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,4
317,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,5
318,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,6
319,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,7
320,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,8
321,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,9
322,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,10
323,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,11
324,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,12
325,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,13
326,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,14
327,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,15
328,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,16
329,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,17
330,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,18
331,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,19
332,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,20
333,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,21
334,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,22
335,2017-01-14,2017,1,14,6,Saturday,2,1,0,0,,23
336,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,0
337,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,1
338,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,2
339,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,3
340,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,4
341,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,5
342,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,6
343,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,7
344,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,8
345,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,9
346,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,10
347,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,11
348,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,12
349,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,13
350,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,14
351,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,15
352,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,16
353,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,17
354,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,18
355,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,19
356,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,20
357,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,21
358,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,22
359,2017-01-15,2017,1,15,7,Sunday,2,1,0,0,,23
360,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,0
361,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,1
362,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,2
363,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,3
364,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,4
365,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,5
366,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,6
367,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,7
368,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,8
369,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,9
370,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,10
371,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,11
372,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,12
373,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,13
374,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,14
375,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,15
376,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,16
377,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,17
378,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,18
379,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,19
380,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,20
381,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,21
382,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,22
383,2017-01-16,2017,1,16,1,Monday,3,0,1,0,,23
384,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,0
385,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,1
386,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,2
387,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,3
388,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,4
389,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,5
390,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,6
391,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,7
392,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,8
393,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,9
394,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,10
395,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,11
396,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,12
397,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,13
398,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,14
399,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,15
400,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,16
401,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,17
402,2017-01-17,2017,1,17,2,Tuesday,3,0,1,0,,18
